Japanese_name,Romanized_name,English_name,Debut,Affiliations,Occupations
Morley,"['Chapter 904', 'Episode 880']",Revolutionary Army (West Army),"['West Army Commander of the Revolutionary Army', 'Pirate (former)', 'Prisoner of Impel Down (former)']"
Mornin,"['Chapter 23', 'Episode of East Blue']",Mayor,Syrup Village
Morollon,"['Chapter 905', 'Episode 882']",Queen of the Tajine Kingdom,Tajine Kingdom
"['Motobaro (Viz)', 'Motobalo (FUNimation)']","['Chapter 494', 'Episode 388']",Rosy Life Riders,Duval's pet
Mounbleten,"['Chapter 598', 'Episode 517']",Fake Straw Hat Crew,Pirate
Mouse-Man,"['Chapter 915', 'Episode 901']",Beasts Pirates,Gifter
"['Musse (Viz)', 'Mousse (FUNimation)']","['Chapter 287', 'Episode 187']",Shandia,Shandia Villager
Moyle,"['Chapter 272', 'Episode 178']",Divine Squad,"['Member of the Divine Squad', 'Slave']"
Mozambia,"['Chapter 234', 'Episode 151']",Marines,Vice Admiral
Mozu and Kiwi,"['Chapter 329', 'Episode 233']",Franky Family,"['Bartenders', 'Dismantlers', 'Bounty Hunters']"
Mr. 6,"['Chapter 155', 'Episode 91 (mentioned)']",Baroque Works,Frontier Agent
Mr. 7,"['SBS Volume 36', 'Chapter 190', 'Episode 116 (mentioned)']",Baroque Works,Frontier Agent
Mr. 7,"['Chapter 205', 'Episode 124']",Baroque Works,"['Frontier Agent (former)', 'Sniper']"
Mr. 9,"['Chapter 103', 'Episode 62']",Baroque Works (former),"['Frontier Agent (former)', 'Bounty Hunter']"
Mr. 10,"['Chapter 155', 'Episode 91 (Mentioned)']",Baroque Works,Frontier Agent
Mr. 11,"['Chapter 128', 'Episode 79']",Baroque Works,Frontier Agent
Mr. 12,"['Chapter 155', 'Episode 91 (mentioned)']",Baroque Works,Frontier Agent
Mr. 13,"['Chapter 105', 'Episode 63']",Baroque Works (former),Assassin (former)
Mr. Beans,"['Chapter 106', 'Episode 64']",Baroque Works,"['Millions Agent', 'Bounty Hunter']"
Mr. Melow,"['Chapter 159', 'Episode 95']",Baroque Works,"['Billions agent', 'Bounty Hunter']"
Mr. Momora,"['Chapter 966', 'Episode 966']",Roger Pirates,Pirate
Mr. Shimizu,"['Chapter 107', 'Episode 64']",Baroque Works,"['Millions Agent', 'Bounty Hunter']"
Mummy,"['Chapter 706', 'Episode 652']",Sorcerer,Alive
Mameemee,"['Chapter 79', 'Episode 35']",World Government Orphanage,Housemother
Mjure,"['Chapter 223', 'Episode 146']",Bellamy Pirates (former),"['Pirate', 'Doctor']"
Nako,"['Chapter 77', 'Episode 32']",Doctor,East Blue (Conomi Islands)
Nami,"['Chapter 8', 'Episode 1Chapter 1 (cover)']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Arlong Pirates (defected)', 'Ganzack Pirates (movie, former)', 'Golden Lion Pirates (movie, former)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Navigator', 'Pirate', 'Senior Officer', 'Thief', 'Pirate Officer (Arlong Pirates, former)', 'Kunoichi (temporary)']"
Namule,"['Chapter 552', 'Episode 461']",Whitebeard Pirates,"['8th Division Commander', 'Pirate']"
Nangi,"['Chapter 988', 'Episode 997']",Beasts Pirates (Numbers),Onigashima
Napoleon,"['Chapter 651', 'Episode 571']",Big Mom Pirates,Whole Cake Island
"['Nefeltari Cobra (Viz, Movie 8)', 'Nefertari Cobra (FUNimation)', 'Nefeltari Nebra (4Kids)']","['Chapter 142', 'Episode 91']",Arabasta Kingdom,King of Arabasta
Nefeltari Titi,"['Chapter 215', 'Episode 129']",Arabasta Kingdom,Queen
"['Nefeltari Vivi (Viz, 4Kids, FUNImation subs, Odex, Movie 8 dub)', 'Vivi Nefertari (Funimation dub)']","['Chapter 103', 'Episode 62']","['Arabasta Kingdom (Nefertari Family)', 'Straw Hat Pirates (former, temporary)', 'Baroque Works (double agent)', 'Suna Suna Clan (former)']","['Princess of Arabasta', 'Pirate (former)', 'Bounty Hunter (former)', 'Frontier Agent (former)', 'Suna Suna Clan Vice-Leader (former)']"
"['Maria Onion Bear (Viz)', 'Mrs. Negi (FUNimation)Big Mama (4Kids)']","['Chapter 133', 'Episode 80']",Bighorn,Alive
Cat Viper,"['Chapter 809', 'Episode 756']","['Mokomo Dukedom', 'Guardians', 'Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)', 'Nine Red Scabbards', 'Roger Pirates (former)', 'Whitebeard Pirates (former)']","['Ruler of Mokomo Dukedom (former)', 'Guardian of the Whale Forest (former)', 'Retainer', 'Samurai', 'Pirate Apprentice (former)']"
Neptune,"['Chapter 611', 'Episode 530']","['Neptune Family', 'Ryugu Kingdom']","['Captain of the Royal Guard (former)', 'King of the Ryugu Kingdom']"
Nerine,"['Chapter 514', 'Episode 408']",Kuja,Kuja warrior
Nero,"['Chapter 367', 'Episode 257']",CP9 (former),Cipher Pol Agent (former)
Nezumi,"['Chapter 69', 'Episode 31']","['Marines', 'Marine 16th Branch']",Marine Captain
Nico Olvia,"['Chapter 392', 'Episode 275']",Ohara Archaeologists,Archaeologist
Nico Robin,"['Chapter 114', 'Episode 67']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Baroque Works (defected)', 'Foxy Pirates (filler, temporary)', 'Ohara Archaeologists (former)', 'Revolutionary Army (former, temporarily)', 'Slavery (former)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Archaeologist', 'Pirate', 'Senior Officer', 'Geisha (temporary)', 'Assassin (former)', 'Baroque Works Vice President (former)', 'Rain Dinners manager (former)', 'Revolutionary (former, temporarily)', 'Slave (former)']"
"Ichika, Nika, Sanka, Yonka, Yonka Two","['Chapter 608', 'Episode 527']",Neutral,Alive
"Gyoro, Nin, Bao","['Chapter 449', 'Episode 343']",Thriller Bark Pirates,Soldier Zombies
CarrotNinjin (Odex),"['Chapter 23', 'Episode 9']",Usopp Pirates (disbanded),Pretend Pirate (formerly)
Nitro,"['Chapter 651', 'Episode 571']","['Big Mom Pirates', 'Cacao Island']",Alive
Aristocroc,"['Chapter 831', 'Episode 791']",Big Mom Pirates,Whole Cake Island
Nojiko,"['Chapter 70', 'Episode 31']",Orange Farmer,East Blue
Nola,"['Chapter 255', 'Episode 168']","['Shandia', 'Wagomuland']","""Master of the Sky"" (空の主, Sora no Nushi?)"
Stray Fox,"['Chapter 598', 'Episode 518']",Fake Straw Hat Crew,Pet
Nubon,"['Chapter 711', 'Episode 641']","['Tontatta Kingdom', 'Tonta Corps', 'Straw Hat Grand Fleet']",Pirate
Snott Mee,"['Chapter 37', 'Episode 10']",Black Cat Pirates,"['Shipwright', 'Pirate']"
Nure-Onna,"['Chapter 998', 'Episode 1013']",Beasts Pirates,Gifter
Calicoach,"['Chapter 842', 'Episode 806']",Steed,Germa Kingdom
Oars,"['Chapter 456', 'Episode 350']",Thriller Bark Pirates,"['Special Zombie', 'Leader of clan of evil giants (former)']"
Wang Zhi,"['Chapter 957', 'Episode 958 (mentioned)']",Rocks Pirates (former),Pirate
Ohm,"['Chapter 241', 'Episode 155']",God's Army (former),Priest of Enel (former)
Oimo,"['Chapter 377', 'Episode 265']","World Government (defected), Giant Warrior Pirates","Pirate, Gate Guardian (former)"
Ohmasa,"['Chapter 952', 'Episode 946']","['Yakuza boss', 'Prisoner (former)', 'Samurai']","""Blood Letter Omasa"" (血文字の大マサ, Chimoji no Ōmasa?, Viz: ""Blood-Writing Ohmasa"")"
Onigumo,"['Chapter 420', 'Episode 302']",Marines,Vice Admiral
Onimaru,"['Chapter 936', 'Episode 932']","['Shimotsuki Family (Shimotsuki Ushimaru)', 'Kozuki Family (Kawamatsu)']","['Warrior Monk', 'Highway Robber', 'Pet (former)']"
Oran,"Chapter 391, Episode 275",Deceased,At least 33
"['Olombus (Former)', 'Orlumbus']","['Chapter 704', 'Episode 632']","['Yonta Maria Grand Fleet', 'Straw Hat Grand Fleet', 'Standing Kingdom']","['Captain of the Seventh Ship of the Straw Hat Grand Fleet', 'Pirate', 'Admiral', 'Adventurer (former)']"
Otohime,"['Chapter 621', 'Episode 539 (image), Episode 540']","['Neptune Family', 'Ryugu Kingdom']",Queen of the Ryugu Kingdom
Outlook III,"['Chapter 585', 'Episode 496']",Goa Kingdom (High Town),Noble
KozePacky,"['Chapter 96', 'Episode 48']",Yes Pirates,Pirates
Pagaya,"['Chapter 239', 'Episode 154']",Engineer,Grand Line (Skypiea)
Page One,"['Chapter 929', 'Episode 923']",Beasts Pirates (Tobiroppo),Shinuchi
Palms,"['Chapter 553', 'Episode 470']","['His own crew', 'Ally of the Whitebeard Pirates']","['Pirate', 'Captain']"
Panda Man,"['Chapter 44', 'We Are!', 'Episode 16']",Wrestler,Tibet
Pandora,"Chapter 867, Episode 837",Carmel,Unknown
Pansy,"['Chapter 515', 'Episode 409']",Kuja,Warrior
Papaneel,"['Chapter 621', 'Episode 540']",Robber (formerly),Alive
Pappagu,"['Chapter 195 (cover)', 'Episode 385']","['Criminal brand', 'Takoyaki 8']","['Fashion Designer', 'Takoyaki seller', 'Pet']"
"['Pasia (Viz)', 'Pashia (Funimation)']","['Chapter 501', 'Episode 394']","Dancer, Slave",South Blue
Patty,"['Chapter 44', 'Episode 21']",Baratie,Patissier
"['Paulie (FUNimation, Viz)', 'Pauly (Unlimited Adventure)']","['Chapter 323', 'Episode 230']",Galley-La Company,"['Vice President of Galley-La', 'Dock One Foreman (promoted)', 'Shipwright']"
Pavlik,"['Chapter 553', 'Episode 477']",Whitebeard Pirates,"['Pirate', 'Captain']"
Peachbeard,"['Chapter 904', 'Episode 880']","['Peachbeard Pirates', 'Blackbeard Pirates']","['Pirate', 'Captain', ""Blackbeard's subordinate""]"
Pearl,"['Chapter 54', 'Episode 25']",Krieg Pirates,Commander of the Krieg Pirates' second unit
Peepley Lulu (Viz)Peeply Lulu (Funimation),"['Chapter 323', 'Episode 230']",Galley-La Company,"['Dock One Foreman', 'Shipwright']"
Pedro,"['Chapter 805', 'Episode 754']","['Mokomo Dukedom', 'Guardians', '', 'Ninja-Pirate-Mink-Samurai Alliance', 'Nox Expedition Party\\Pirates (former)']","['Captain of the Guardians', 'Pirate (Former)', 'Captain (former)']"
Pekkori,"['Chapter 524', 'Episode 421']",Harahettania,Priest
Pekoms,"['Chapter 651', 'Episode 570']","['Big Mom Pirates', 'Nox Pirates (former)']","['Combatant', 'Broker']"
Pell,"['Chapter 155', 'Episode 91']",Arabasta Kingdom,Commander of Royal Guards
Pellini,"['Chapter 711', 'Episode 641']",Tontatta KingdomTontatta PiratesStraw Hat Grand Fleet,Pirate
Penguin,"['Chapter 498', 'Episode 392']",Heart Pirates,Pirate
Peppoko,"['Chapter 2', 'Episode 1']",Alvida Pirates,Pirate
Perona,"['Chapter 443', 'Episode 338']","['Dracule Mihawk', 'Thriller Bark Pirates (Mysterious Four)']","['Pirate', 'Wild Zombies and Surprise Zombies Commander']"
Peterman,"['Chapter 499', 'Episode 393']",Hound Pets,Slave trader
Pica,"['Chapter 700', 'Episode 629']",Donquixote Pirates,Pirate Executive Officer
Pickles,"['Chapter 309', 'Episode 210']","['Foxy Pirates', 'Groggy Monsters']","['Pirate', 'Combatant']"
Pierre,"['Chapter 237', 'Episode 153']",Gan Fall,Gan Fall's pet
PepperPieman (Odex),"['Chapter 23', 'Episode 9']",Usopp Pirates (disbanded),Pretend Pirate (former)
Pike,"['Chapter 652', 'Episode 572']","['Marines', 'G-5']",Alive
Pisaro,"['Chapter 72', 'Episode 32']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate', 'Musician']"
Poker,"['Chapter 997', 'Episode 982']","Beasts Pirates, Tama",Shinuchi
Pump,"['Chapter 1029', 'Episode 1054']",Kid Pirates,Pirate
Poppoko,"['Chapter 2', 'Episode 1']",Alvida Pirates,Pirate
Poppy,"['Chapter 515', 'Episode 409']",Kuja,Warrior
Porche,"['Chapter 305', 'Episode 207']",Foxy Pirates,"['Pirate', 'Combatant']"
Porchemy,"['Chapter 583', 'Episode 494']",Bluejam Pirates,Pirate
Poro,"['Chapter 14', 'Episode 8']",Orange Town,Bookstore Owner
"['Portgas D. Ace (uncut dub)', 'Portgaz D. Ace (Viz, Funimation subs)', 'Portgaz D. Trace (edited dub)']","['Chapter 154', 'Episode 91']","['Whitebeard Pirates', 'Spade Pirates (former)', 'Dadan Family (former)', 'Impel Down (former)']","['2nd Division Commander', 'Pirate', 'Captain (former)', 'Prisoner of the Great Prison (former)', 'Thief (former)', 'Bandit (former)']"
Portgaz D. Rouge,"['Chapter 550', 'Episode 0']","['Gol D. Roger', 'Portgas D. Ace']",Deceased
Pound,"['Chapter 831', 'Episode 792']",Charlotte Family ‡,Grand Line (New World)
Prince Grus,Chapter 966 (cover),Marines (SWORD),Rear Admiral
Prometheus,"['Chapter 827', 'Episode 786']",Big Mom Pirates,Grand Line
Purinpurin,"Chapter 75, Episode 34","Marines, Marine 77th Branch",Marine Commodore
Puppu,"['Chapter 155', 'Episode 92']",Pirate crew,"Pirate, Captain"
Pururu,"['Chapter 1079', '']","['Bourgeois Pirates', 'Red Hair Pirates']","['Pirate', 'Captain']"
Queen,"['Chapter 925', 'Episode 918']","['Beasts Pirates', 'MADS (former)']","['Pirate', 'All-Star', 'Scientist', 'De Facto ruler of Udon (former)']"
Rabian,"['Chapter 827', 'Episode 786']","['Big Mom Pirates', 'Cacao Island']",Alive
Raccoon,"One Piece novel A, Volume 2 ",His crew,"['Pirate', 'Captain']"
"['Rydin (Former VIZ, simulcast)', 'Raideen (VIZ)']","Chapter 866, Episode 836",Giant Warrior Pirates (former),Elbaf
Raijin,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']"
Raizo,"['Chapter 817', 'Episode 768']","['Kozuki Family', 'Nine Red Scabbards', 'Ninja-Pirate-Mink-Samurai Alliance']","['Ninja', 'Retainer of the Kozuki Family', 'Samurai', 'Member of the Kozuki Family Oniwabanshu (Former)', 'Bandit (Former)']"
"['Raki (Viz)', 'Laki (FUNimation)']","['Chapter 249', 'Episode 163']","['Shandia', 'Pumpkin Cafe']","['Shandia Warrior', 'Cook']"
Rakuda,"['Chapter 929', 'Episode 922']",Wano Country (Flower Capital),Alive
Rakuyo,"['Chapter 553', 'Episode 461']",Whitebeard Pirates,"['7th Division Commander', 'Pirate']"
Ramba,"['Chapter 551', 'Episode 460']",Subordinate of the Whitebeard Pirates,"['Pirate', 'Captain']"
Rampo,"['Chapter 711', 'Episode 641']","['Tontatta Kingdom', 'Tontatta Pirates', 'Straw Hat Grand Fleet']","['Vice-chief (副長, Fukuchō?)', 'Pirate']"
Ran,"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",Pirate
Randolph,"['Chapter 827', 'Episode 786']",Big Mom Pirates,Pirate
Rebecca,"['Chapter 704', 'Episode 633']","['Dressrosa', 'Corrida Colosseum']","Lady-in-waiting, Gladiator (former), Princess Of Dressrosa (former)"
Reuder,"['Chapter 550', 'Episode 459']",Reporter,Alive
Richie,"['Chapter 9', 'Episode 6']","['Cross Guild', 'Buggy Pirates']","['Pet', 'Captain (former)']"
Rika,"['Chapter 3', 'Episode 2']",Marine 153rd Branch,Waitress
Riku Doldo III,"['Chapter 706', 'Episode 636']",Riku Family,"['King', 'Corrida Colosseum Gladiator (former)']"
Rindo,"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']","['Pirate', 'Sniper']"
Lint,"['Chapter 391', 'Episode 275']",Ohara Archaeologists,Archaeologist
Ripper,"['Chapter 7', 'Episode 3']","Marines, Marine 153rd Branch","['Marine Commander', 'Base Commander']"
Ririka,"['Chapter 4', 'Episode 2']",Neutral Civilian,Bartender
Risky Brothers,"['Chapter 451', 'Episode 344']","['Perona', 'Thriller Bark Pirates']",Wild Zombies
Risky Brothers,"['Chapter 475', 'Episode 369']","['Rolling Pirates', ""Thriller Bark Victim's Association""]",Pirates
Rivers (FUNimation),"['Chapter 223', 'Episode 146']",Bellamy Pirates,"['Pirate', 'Sniper']"
Rodo,"Chapter 898, Episode 836","Straw Hat Grand Fleet (New Giant Warrior Pirates), Buggy's Delivery (former)","['Navigator', 'Mercenary (former)']"
Rob Lucci,"['Chapter 323', 'Episode 230']","['CP0', 'CP9 (former)', 'Galley-La Company (former)']","['Cipher Pol Agent', 'Shipwright (undercover)']"
Robson,"['Chapter 135', 'Episode 81']","['Drum Kingdom (former)', 'Bliking Pirates (disbanded)']",Wapol's Pet
Roshu,"['Chapter 391', 'Episode 275']",Ohara Archaeologists,Archaeologist
Yeti Cool Brothers,"['Chapter 665', 'Episode 591']",Caesar Clown,"['Mercenaries', 'Assassins', 'Snipers']"
"['Rocks D. Xebec (VIZ)Rox (Funimation', 'formerly VIZ)']","['Chapter 957', 'Episode 958']",Rocks Pirates,Pirate Captain
Rockstar,"['Chapter 234', 'Episode 151']",Red Hair Pirates,Pirate
Roddy,"['Chapter 805', 'Episode 754']","['Mokomo Dukedom', 'Guardians', 'Ninja-Pirate-Mink-Samurai Alliance']",Guardian
Roji,"['Chapter 391', 'Episode 275']",N/A,Housewife
Rokkaku,"['Chapter 4', 'Episode 2']",Marines (153rd Branch),Marine Lieutenant Junior Grade
Rolling Logan,"['Chapter 706', 'Episode 652']",Majiatsuka Kingdom,Army Commander (Viz: Military Captain)
"Roronoa Zoro (Uncut dub, Early VIZ manga),Roronoa Zolo (Edited dub, VIZ Media, 4Kids)","['Chapter 3', 'Episode 1']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Shimotsuki Family (descended)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Swordsman', 'Pirate', 'Crew Combatant', 'Senior Officer', 'Rōnin (temporary)', 'Bounty Hunter (former)']"
Roshio,"['Chapter 222', 'Episode 146']",Roshio Pirates,"['Pirate', 'Captain']"
Ross (FUNimation),"['Chapter 223', 'Episode 146']",Bellamy Pirates,"['Pirate', 'Combatant', 'Swordsman']"
Saint Roswald,"['Chapter 497', 'Episode 391']",World Government,World Noble
"['Lun (Viz)', 'Run (FUNimation subs)']","['Chapter 679', 'Episode 605']",Caesar Clown,Pirate (former)
Rush,Chapter 558,Ally of the Whitebeard Pirates,"['Pirate', 'Captain']"
Ryuboshi,"['Chapter 609', 'Episode 528']",Neptune Family,Prince of the Ryugu Kingdom
S-Bear,Chapter 1062,Seraphim (Pacifista),Egghead
S-Hawk,Chapter 1059,Seraphim (Pacifista),Egghead
S-Shark,Chapter 1065,Seraphim (Pacifista),Egghead
S-Snake,Chapter 1059,Seraphim (Pacifista),Egghead
Sabo,"['Chapter 583', 'Episode 494']","['Revolutionary Army', 'Dadan Family (former)', 'Goa Kingdom (defected)']","['Chief of Staff (参謀総長, Sanbō Sōchō?) of the Revolutionary Army', 'Noble (former)', 'Pirate (former)', 'Thief (former)', 'Bandit (former)']"
Sadie,"['Chapter 531', 'Episode 432']",Impel Down,"Chief Guard (獄卒長, Gokusotsu Chō?)"
Sai,"['Chapter 704', 'Episode 632']","['Happo Navy', 'Chinjao Family', 'Straw Hat Grand Fleet']","['Captain of the Third Ship of the Straw Hat Grand Fleet', 'Pirate', '13th Leader of the Happo Navy', 'Martial Artist (Viz: Fighter)']"
Sakazuki,"['Chapter 397', 'Episode 278']",Marines,"['Fleet Admiral', 'Admiral (former)', 'Vice Admiral (former)']"
Saldeath,"['Chapter 530', 'Episode 431']",Impel Down,"Chief Guard (牢番長, Rōban Chō?)"
Salome,"['Chapter 516', 'Episode 409']",Kuja,"['Snake Weapon', 'Pet']"
Sam,"['Chapter 94', 'Episode 43']",Easter Egg,East Blue (Conomi Islands)
Thanklin,"['Chapter 557 (Cover)', 'Episode 456']","['Current Unknown', 'Brook (former)', ""Longarm Tribe's warriors (former)""]","Thief, Manager (former)"
Sandayu,"['Chapter 928', 'Episode 921']",Komurasaki,Bodyguard
Sanji,"['Chapter 43', 'Episode 20']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Vinsmoke Family (former)', 'Baratie (resigned)', 'Germa Kingdom (defected)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Cook', 'Pirate', 'Senior Officer', 'Sous Chef (former)', 'Prince (former)', 'Cart Vendor (temporary)']"
San Juan Wolf,"['Chapter 575', 'Episode 484 (Full)']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'Titanic Captain of the Blackbeard Pirates', 'Prisoner of the Great Prison (former)']"
"Ichika, Nika, Sanka, Yonka, Yonka Two","['Chapter 608', 'Episode 527']",Neutral,Alive
Sapee,"['Chapter 98', 'Episode 51']",Fishmonger,Loguetown
Sarahebi-sensei,"['Chapter 919', 'Episode 909']",Beasts Pirates,"['Gifter', 'Teacher (former)']"
Sally Isntoinette,"['Chapter 823', 'Episode 777']",Goa Kingdom,Queen
Sarquiss,"['Chapter 222', 'Episode 146']",Bellamy Pirates,"['Pirate', 'First Mate (former)']"
"['Salou (VIZ)', 'Saruu (Funimation)']","['Chapter 497', 'Episode 391']",Rosward Family,Pet
Sarutobi,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)']","['Ninja', 'Pirate']"
Sasaki,"['Chapter 977', 'Episode 954 (silhouette)', 'Episode 982 (actual)']","['Beasts Pirates (Tobiroppo)', 'Sasaki Pirates (former)']","['Shinuchi', 'Pirate', 'Captain (former)']"
Satori,"['Chapter 241', 'Episode 155']",God's Army,Priest of Enel
Scarlet,"['Chapter 721', 'Episode 650']",Riku Family,Princess (former)
Schollzo,"['Chapter 325', 'Episode 231']",Franky Family,"['Dismantler', 'Bounty Hunter']"
Scopper Gaban,"['Chapter 19', 'Episode 0']",Roger Pirates (former),Pirate
Yeti Cool Brothers,"['Chapter 665', 'Episode 591']",Caesar Clown,"['Mercenaries', 'Assassins', 'Snipers']"
Scotch,"['Chapter 595', 'Episode 513']",Beasts Pirates,Pirate
Scratchmen Apoo,"['Chapter 498', 'Episode 392']","['On Air Pirates', 'Beasts Pirates']","['Pirate', 'Captain', 'Musician', 'Informant']"
Seagull Ganz Nozudon,"['Chapter 0', 'Episode 0']",Roger Pirates (former),Pirate
Seira,"['Chapter 608', 'Episode 527']",Mermaid Cafe,Dancer
Seki,"['Chapter 908', 'Episode 884']",Levely,King (former)
Sengoku,"['Chapter 234', 'Episode 151']",Marines (semi-retired),"['Inspector General', 'Fleet Admiral (former)', 'Admiral (former)']"
Señor Pink,"['Chapter 702', 'Episode 632']",Donquixote Pirates,"['Pirate Officer', 'Assassin']"
Sentomaru,"['Chapter 497', 'Episode 401']",Marines (former),"['Marine Officer', ""Dr. Vegapunk's bodyguard""]"
Seto,"['Chapter 287', 'Episode 187']",Shandia,Deceased
Shachi,"['Chapter 498', 'Episode 392']",Heart Pirates,Pirate
Shakuyaku,"['Chapter 498', 'Episode 392']","[""Shakky's Rip-off Bar"", 'Kuja', 'Kuja Pirates (former)']","['Bartender', 'Pirate', 'Captain  (former)', 'Empress of Amazon Lily (former)']"
Saint Shalria,"['Chapter 497', 'Episode 391']",World Government,World Noble
Siam,"['Chapter 31', 'Episode 13']",Black Cat Pirates,"['Pirate Officer', 'Ship Guard']"
Shamba,"Chapter 524, Episode 419",Torino Kingdom,Alive
Shandia Chief,"['Chapter 275', 'Episode 168']",Shandia,Chief of Shandia
Shanks,"['Chapter 1', 'Episode 4']","['Red Hair Pirates', 'Four Emperors', 'Roger Pirates (former)']","['Chief', 'Emperor', 'Apprentice (former)']"
Sharingle,"['Chapter 428', 'Episode 310']",Marines,Marine Captain
Sheepshead,"['Chapter 795', 'Episode 739']",Beasts Pirates,"Shinuchi of the Gifters (ギフターズ真打ち, Gifutāzu Shin'uchi?)"
"['Sherry (Viz)', 'Shelly (FUNimation)']","['Chapter 304', 'Episode 207']",Nomads,Pet
Shiki,"['Chapter 0', 'Chapter 530 (mentioned)', 'Episode 425', 'Movie 10']","['Golden Lion Pirates', 'Rocks Pirates (former)', 'Impel Down (former)']","['Pirate Captain/Admiral', 'Prisoner of the Great Prison (former)']"
Koshiro,"['Chapter 5', 'Episode 19']",Shimotsuki Family,Dojo Master
Kuina,"['Chapter 5', 'Episode 2']",Shimotsuki Family,Trainee Swordsman
Shimotsuki Ryuma,"['Monsters (Wanted!)', 'Chapter 448', 'Episode 342']","['Thriller Bark Pirates', 'Wano Country (prior to death)', 'Shimotsuki Family']","['General Zombie', 'Samurai (prior to death)']"
Shimotsuki Ushimaru,"['Chapter 953', 'Episode 954']","['Daimyo of Ringo', 'Samurai']",Wano Country (Ringo)
Shimotsuki Yasuie,"['Chapter 929', 'Episode 916']","['Taikomochi', 'Daimyo (former)']","['Ebisu Town', 'Hakumai (former)']"
Shine,"['Chapter 214', 'Episode 128']",Marines,Chief Petty Officer
Shinobu,"['Chapter 921', 'Episode 911']",Kozuki Family,"['Kunoichi', 'Retainer of the Kozuki Family']"
Shinosuke,"['Chapter 955', 'Episode 956']",Kozuki Family,Ninja
Shion,"['Chapter 515', 'Episode 409 (mentioned)']",Kuja Tribe,Warrior
Saltgrill,"['Chapter 75', 'Episode 33']",Arlong Pirates,"['Pirate', 'Head of Banquets']"
Shirahoshi,"['Chapter 612', 'Episode 531']","['Neptune Family', 'Ryugu Kingdom']",Princess of the Ryugu Kingdom
Shiryu,"['Chapter 538', 'Episode 440']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'one of the Ten Titanic Captains', 'Captain of the Second Ship', 'Head Jailer (former)', 'Prisoner of the Great Prison (former)']"
Shishilian,"['Chapter 808', 'Episode 758']","['Mokomo Dukedom', 'Inuarashi Musketeer Squad', 'Ninja-Pirate-Mink-Samurai Alliance']",Captain of the Musketeers
"['Shojoe (4Kids)', 'Shoujou (Viz)', 'Shojo (Funimation)']","['Chapter 226', 'Episode 147']",Saruyama Alliance (Shoujou Pirates),"['Pirate', 'Captain']"
Shu,"['Chapter 426', 'Episode 309']",Marines,Marine Captain
Shura,"['Chapter 241', 'Episode 155']",God's Army,Priest of Enel
Sharley,"['Chapter 610', 'Episode 529']",Mermaid Cafe,"['Proprietor of the Mermaid Cafe', 'Fortune teller (former)']"
Sicily,Chapter 504,Marines,Rear Admiral
Silvers Rayleigh,"['Chapter 19', 'Episode 8']",Roger Pirates (former),"['Coating Mechanic (current)', 'First Mate (former)', 'Pirate (former)']"
Skull,"['Chapter 552', 'Episode 461']","Spade Pirates, Whitebeard Pirates",Pirate
Smiley,"['Chapter 668', 'Episode 594']",Caesar Clown,"Pet, Bio-Chemical weapon of mass destruction"
"Smoker (VIZ, Funimation),Chaser (4Kids)","['Chapter 97', 'Episode 48']","['Marines', 'G-5', 'Loguetown Marine Base (former)']","['Vice Admiral', 'Commodore (former)', 'Captain (former)']"
"['Smoothy (Viz)', 'Smoothie (Funimation)']","['Chapter 668', 'Episode 592']",Caesar Clown,"""Rebar"" Smooge (鉄筋のスムージ, Tekkin no Sumūji?)"
"Sodomu (VIZ),Sodom  (FUNimation)","['Chapter 366', 'Episode 256']",Franky Family,Transportation
Solitaire,"['Chapter 935', 'Episode 930']",Beasts Pirates,"['Shinuchi', 'Vice Warden of the Prisoner Mine']"
Sola,"['Chapter 608', 'Episode 527']",Mermaid Cafe,Dancer
Solo,"['Chapter 3', 'Episode 2']",Helmeppo,Pet
Spacey,Chapter 433 cover page,Automata,First Lieutenant
Spandam,"['Chapter 355', 'Episode 249']","['CP0', 'CP9 (former)', 'CP5 (former)']","['CP0', 'CP9 Chief (former)', 'CP5 Chief (former)']"
Spandine,"['Chapter 392', 'Episode 275']",CP9 (former),CP9 Chief (former)
Spartan,"['Chapter 703', 'Episode 633']",Corrida Colosseum,Gladiator
Spector,"['Chapter 223', 'Episode 146']",Hotel owner,Mock Town
